综合测试,#genre#
CCTV14,http://60.174.40.117:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

广西卫视,http://60.174.40.117:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://60.174.40.117:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://60.174.40.117:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://60.174.40.117:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://60.174.40.117:85/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://60.174.40.117:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://60.174.40.117:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://60.174.40.117:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://60.174.40.117:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://60.174.40.117:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://60.174.40.117:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://60.174.40.117:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://60.174.40.117:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://60.174.40.117:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://60.174.40.117:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://60.174.40.117:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://60.174.40.117:85/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://60.174.40.117:85/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://60.174.40.117:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://60.174.40.117:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://60.174.40.117:85/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://60.174.40.117:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://60.174.40.117:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://60.174.40.117:85/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
轮播,http://60.174.40.117:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
池州新闻综合,http://60.174.40.117:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
池州文教生活,http://60.174.40.117:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
安徽农业科教,http://60.174.40.117:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
安徽公共,http://60.174.40.117:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0

🇨🇳河北联通,#genre#
CCTV1,http://60.8.75.178:9002/hls/1/index.m3u8
CCTV2,http://60.8.75.178:9002/hls/2/index.m3u8
CCTV3,http://60.8.75.178:9002/hls/3/index.m3u8
CCTV4,http://60.8.75.178:9002/hls/4/index.m3u8
CCTV5,http://60.8.75.178:9002/hls/7/index.m3u8
CCTV6,http://60.8.75.178:9002/hls/6/index.m3u8
CCTV7,http://60.8.75.178:9002/hls/9/index.m3u8
CCTV8,http://60.8.75.178:9002/hls/8/index.m3u8
CCTV9,http://60.8.75.178:9002/hls/51/index.m3u8
CCTV10,http://60.8.75.178:9002/hls/10/index.m3u8
CCTV11,http://60.8.75.178:9002/hls/11/index.m3u8
CCTV12,http://60.8.75.178:9002/hls/12/index.m3u8
CCTV13,http://60.8.75.178:9002/hls/13/index.m3u8
CCTV14,http://60.8.75.178:9002/hls/14/index.m3u8
CCTV15,http://60.8.75.178:9002/hls/15/index.m3u8
CCTV5+,http://60.8.75.178:9002/hls/17/index.m3u8
CCTV5+,http://111.61.208.131:9019/hls/101/index.m3u8
CGTN,http://60.8.75.178:9002/hls/16/index.m3u8

河北卫视,http://60.8.75.178:9002/hls/18/index.m3u8
北京卫视,http://60.8.75.178:9002/hls/22/index.m3u8
天津卫视,http://60.8.75.178:9002/hls/23/index.m3u8
浙江卫视,http://60.8.75.178:9002/hls/26/index.m3u8
江苏卫视,http://60.8.75.178:9002/hls/27/index.m3u8
安徽卫视,http://60.8.75.178:9002/hls/28/index.m3u8
东南卫视,http://60.8.75.178:9002/hls/29/index.m3u8
湖南卫视,http://60.8.75.178:9002/hls/30/index.m3u8
辽宁卫视,http://60.8.75.178:9002/hls/31/index.m3u8
山东卫视,http://60.8.75.178:9002/hls/32/index.m3u8
云南卫视,http://60.8.75.178:9002/hls/33/index.m3u8
河南卫视,http://60.8.75.178:9002/hls/34/index.m3u8
黑龙江卫视,http://60.8.75.178:9002/hls/35/index.m3u8
四川卫视,http://60.8.75.178:9002/hls/36/index.m3u8
江西卫视,http://60.8.75.178:9002/hls/37/index.m3u8
贵州卫视,http://60.8.75.178:9002/hls/38/index.m3u8
深圳卫视,http://60.8.75.178:9002/hls/39/index.m3u8
湖北卫视,http://60.8.75.178:9002/hls/40/index.m3u8
东方卫视,http://60.8.75.178:9002/hls/41/index.m3u8
重庆卫视,http://60.8.75.178:9002/hls/42/index.m3u8

🇨🇳四川移动,#genre#
CCTV1-综合,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://111.9.163.109:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
